Accuracy,Recall,Precision,F-Score
0.6619718309859155,0.8666666666666667,0.6842105263157895,0.7647058823529411
0.9094567404426559,0.9301587301587302,0.9272151898734177,0.9286846275752774
0.6881287726358148,0.9873015873015873,0.6731601731601732,0.8005148005148005
0.93158953722334,0.9523809523809523,0.9404388714733543,0.9463722397476341
0.8430583501006036,0.8888888888888888,0.8668730650154799,0.877742946708464
0.8249496981891348,0.834920634920635,0.8825503355704698,0.8580750407830342
